Transaction_ID,Transaction_Date,Amount (AUD),Merchant,Payment_Method,Terminal_ID,Location,Merchant_Type,Risk_Score (1-10)
TXN565530,2024-01-02,64.14,Online Store,Credit Card,TERM966,"Adelaide, SA",Fashion,3
TXN796425,2024-01-18,493.83,Online Store,Net Banking,TERM104,"Adelaide, SA",Retail Grocery,9
TXN173436,2024-01-21,84.02,Electronics,UPI,TERM928,"Sydney, NSW",Electronics,10
TXN235215,2024-01-07,466.92,Online Store,Cash,TERM965,"Melbourne, VIC",E-Commerce,6
TXN366730,2024-01-29,67.93,Electronics,UPI,TERM283,"Brisbane, QLD",E-Commerce,6
TXN433246,2024-01-28,141.45,Restaurant,UPI,TERM681,"Brisbane, QLD",Retail Grocery,10
TXN624492,2024-01-20,477.25,Online Store,Net Banking,TERM367,"Sydney, NSW",Fuel Station,1
TXN262657,2024-01-21,40.65,Supermarket,Net Banking,TERM750,"Adelaide, SA",Fuel Station,9
TXN743167,2024-01-14,495.31,Supermarket,Credit Card,TERM548,"Adelaide, SA",Dining,6
TXN236387,2024-02-20,329.26,Supermarket,Cash,TERM725,"Melbourne, VIC",Fuel Station,3
TXN719806,2024-01-04,283.9,Online Store,Debit Card,TERM251,"Sydney, NSW",Fashion,6
TXN129307,2024-01-26,38.04,Supermarket,Credit Card,TERM305,"Melbourne, VIC",E-Commerce,5
TXN600760,2024-02-12,296.71,Electronics,UPI,TERM613,"Brisbane, QLD",E-Commerce,6
TXN402203,2024-01-19,117.53,Online Store,Net Banking,TERM381,"Melbourne, VIC",Fuel Station,8
TXN726688,2024-02-07,495.22,Supermarket,Debit Card,TERM892,"Melbourne, VIC",Electronics,6
TXN715663,2024-01-08,67.61,Clothing,UPI,TERM452,"Sydney, NSW",Fuel Station,1
TXN823144,2024-02-14,313.72,Clothing,Credit Card,TERM940,"Sydney, NSW",Dining,5
TXN724014,2024-01-01,59.02,Restaurant,Debit Card,TERM595,"Adelaide, SA",E-Commerce,9
TXN623738,2024-01-29,453.26,Supermarket,Credit Card,TERM776,"Melbourne, VIC",Dining,5
TXN487767,2024-01-18,217.86,Online Store,Debit Card,TERM730,"Perth, WA",Retail Grocery,9
TXN291061,2024-01-10,302.47,Supermarket,Credit Card,TERM385,"Perth, WA",Dining,7
TXN853921,2024-01-14,463.08,Online Store,Net Banking,TERM443,"Brisbane, QLD",E-Commerce,2
TXN584029,2024-02-17,238.38,Electronics,Net Banking,TERM222,"Brisbane, QLD",Dining,6
TXN202261,2024-01-09,255.73,Electronics,Debit Card,TERM196,"Adelaide, SA",Fashion,5
TXN563439,2024-01-15,234.2,Online Store,Debit Card,TERM478,"Brisbane, QLD",Dining,9
TXN429681,2024-01-27,410.24,Supermarket,Net Banking,TERM860,"Adelaide, SA",Fashion,1
TXN780687,2024-01-09,412.25,Supermarket,UPI,TERM283,"Sydney, NSW",Electronics,4
TXN136823,2024-01-19,118.74,Clothing,Net Banking,TERM764,"Perth, WA",Retail Grocery,6
TXN891725,2024-01-16,207.7,Online Store,UPI,TERM409,"Sydney, NSW",Retail Grocery,8
TXN398129,2024-01-13,126.13,Online Store,Net Banking,TERM510,"Melbourne, VIC",Fuel Station,3
TXN628987,2024-02-16,177.5,Online Store,Credit Card,TERM304,"Adelaide, SA",Dining,2
TXN263330,2024-02-19,66.74,Online Store,Credit Card,TERM813,"Melbourne, VIC",Dining,8
TXN849755,2024-01-05,192.36,Restaurant,Credit Card,TERM257,"Melbourne, VIC",Electronics,9
TXN872438,2024-01-05,252.32,Clothing,UPI,TERM177,"Brisbane, QLD",E-Commerce,8
TXN884153,2024-01-11,407.82,Online Store,Debit Card,TERM426,"Perth, WA",Electronics,4
TXN396738,2024-02-16,292.82,Online Store,UPI,TERM924,"Brisbane, QLD",Dining,2
TXN743852,2024-02-12,266.92,Online Store,Credit Card,TERM405,"Melbourne, VIC",Dining,3
TXN198759,2024-02-02,441.88,Online Store,Cash,TERM816,"Brisbane, QLD",Dining,5
TXN958755,2024-02-14,274.32,Restaurant,UPI,TERM916,"Brisbane, QLD",Dining,1
TXN948963,2024-01-21,288.42,Electronics,Net Banking,TERM888,"Brisbane, QLD",E-Commerce,9
TXN937960,2024-01-16,223.44,Supermarket,Net Banking,TERM853,"Perth, WA",Retail Grocery,10
TXN948189,2024-01-04,215.58,Restaurant,Cash,TERM452,"Brisbane, QLD",Fuel Station,1
TXN708185,2024-02-03,364.22,Supermarket,Credit Card,TERM625,"Perth, WA",Fashion,9
TXN282357,2024-02-12,74.33,Online Store,Credit Card,TERM227,"Perth, WA",E-Commerce,2
TXN356819,2024-01-02,34.89,Electronics,Debit Card,TERM337,"Brisbane, QLD",Retail Grocery,4
TXN896504,2024-01-31,413.31,Restaurant,UPI,TERM130,"Melbourne, VIC",Dining,2
TXN906514,2024-01-23,454.2,Clothing,Net Banking,TERM189,"Adelaide, SA",E-Commerce,5
TXN764265,2024-02-16,111.65,Restaurant,Net Banking,TERM636,"Perth, WA",Retail Grocery,6
TXN731287,2024-01-06,477.94,Clothing,Net Banking,TERM115,"Brisbane, QLD",Fuel Station,4
TXN970422,2024-01-10,239.85,Electronics,Debit Card,TERM996,"Sydney, NSW",Dining,2
TXN780080,2024-01-05,308.71,Restaurant,Net Banking,TERM770,"Adelaide, SA",Electronics,5
TXN358849,2024-01-17,183.8,Online Store,Cash,TERM966,"Adelaide, SA",Fuel Station,5
TXN714545,2024-02-10,450.17,Supermarket,Debit Card,TERM524,"Sydney, NSW",Fashion,4
TXN272292,2024-01-13,459.88,Online Store,Credit Card,TERM537,"Perth, WA",Fashion,6
TXN288355,2024-01-08,385.96,Supermarket,Net Banking,TERM684,"Melbourne, VIC",Electronics,1
TXN628225,2024-01-18,323.59,Supermarket,Net Banking,TERM528,"Perth, WA",Dining,2
TXN457691,2024-01-14,286.07,Online Store,Cash,TERM301,"Melbourne, VIC",Retail Grocery,1
TXN653004,2024-01-25,465.4,Online Store,Cash,TERM489,"Perth, WA",E-Commerce,10
TXN848442,2024-01-08,166.86,Online Store,Net Banking,TERM794,"Brisbane, QLD",E-Commerce,3
TXN366431,2024-01-30,80.15,Restaurant,Cash,TERM830,"Sydney, NSW",Retail Grocery,8
TXN899785,2024-02-02,208.23,Restaurant,Cash,TERM176,"Sydney, NSW",Fashion,1
TXN214014,2024-01-06,93.82,Restaurant,Debit Card,TERM811,"Adelaide, SA",Fashion,4
TXN742644,2024-01-22,491.25,Restaurant,Credit Card,TERM813,"Brisbane, QLD",Retail Grocery,8
TXN790255,2024-01-21,283.11,Supermarket,Debit Card,TERM138,"Perth, WA",E-Commerce,5
TXN265466,2024-01-27,164.9,Restaurant,UPI,TERM894,"Adelaide, SA",E-Commerce,10
TXN598446,2024-02-12,173.15,Supermarket,Debit Card,TERM526,"Brisbane, QLD",Retail Grocery,10
TXN928200,2024-01-17,190.75,Electronics,Debit Card,TERM906,"Sydney, NSW",Dining,4
TXN441536,2024-01-22,161.0,Supermarket,Debit Card,TERM455,"Sydney, NSW",Retail Grocery,10
TXN798047,2024-02-08,144.9,Electronics,UPI,TERM513,"Brisbane, QLD",Electronics,10
TXN565175,2024-02-15,370.83,Electronics,UPI,TERM222,"Melbourne, VIC",Electronics,9
TXN185443,2024-02-02,343.52,Online Store,UPI,TERM268,"Melbourne, VIC",Fashion,1
TXN770815,2024-01-10,30.72,Restaurant,Cash,TERM659,"Brisbane, QLD",Fashion,4
TXN859718,2024-02-11,230.29,Online Store,Debit Card,TERM831,"Sydney, NSW",Retail Grocery,2
TXN979243,2024-01-22,315.47,Restaurant,Debit Card,TERM657,"Adelaide, SA",Fuel Station,3
TXN574728,2024-02-07,125.28,Online Store,Cash,TERM889,"Perth, WA",Dining,1
TXN430308,2024-02-07,230.08,Electronics,Debit Card,TERM676,"Adelaide, SA",Dining,8
TXN453259,2024-01-29,224.67,Clothing,Cash,TERM492,"Perth, WA",Dining,6
TXN271325,2024-02-20,459.53,Restaurant,Net Banking,TERM477,"Sydney, NSW",Fuel Station,3
TXN173141,2024-01-11,496.02,Online Store,Debit Card,TERM381,"Melbourne, VIC",Retail Grocery,4
TXN420718,2024-01-02,426.2,Restaurant,Cash,TERM354,"Perth, WA",E-Commerce,6
TXN688196,2024-01-14,311.09,Online Store,Cash,TERM286,"Melbourne, VIC",Electronics,7
TXN547202,2024-01-16,418.26,Clothing,Cash,TERM811,"Sydney, NSW",Fuel Station,6
TXN665947,2024-01-15,202.79,Restaurant,Cash,TERM388,"Melbourne, VIC",Fashion,10
TXN611152,2024-01-01,44.57,Online Store,Net Banking,TERM625,"Brisbane, QLD",E-Commerce,1
TXN465381,2024-02-09,370.62,Online Store,Debit Card,TERM648,"Adelaide, SA",Retail Grocery,4
TXN179400,2024-01-31,68.24,Clothing,Cash,TERM649,"Melbourne, VIC",Fuel Station,5
TXN196378,2024-02-13,22.39,Supermarket,Net Banking,TERM357,"Sydney, NSW",Dining,7
TXN219643,2024-02-11,147.78,Online Store,Net Banking,TERM104,"Brisbane, QLD",Fashion,5
TXN259216,2024-01-02,56.16,Supermarket,Debit Card,TERM677,"Sydney, NSW",Fashion,4
TXN196595,2024-01-09,472.99,Online Store,UPI,TERM723,"Melbourne, VIC",Dining,4
TXN398795,2024-02-09,206.4,Clothing,Credit Card,TERM623,"Brisbane, QLD",Retail Grocery,4
TXN745920,2024-02-10,349.45,Restaurant,Cash,TERM141,"Brisbane, QLD",Fashion,2
TXN883868,2024-01-12,465.33,Online Store,Net Banking,TERM422,"Brisbane, QLD",E-Commerce,3
TXN940558,2024-01-28,57.24,Restaurant,Credit Card,TERM143,"Sydney, NSW",Dining,7
TXN106576,2024-01-04,494.64,Online Store,UPI,TERM713,"Perth, WA",Fuel Station,3
TXN830608,2024-02-06,171.17,Online Store,Debit Card,TERM305,"Sydney, NSW",Dining,9
TXN308156,2024-01-19,255.75,Online Store,Cash,TERM991,"Perth, WA",Electronics,1
TXN243248,2024-01-09,340.17,Supermarket,Cash,TERM778,"Melbourne, VIC",Retail Grocery,4
TXN273115,2024-01-27,174.78,Restaurant,Debit Card,TERM115,"Brisbane, QLD",Fashion,9
TXN126807,2024-01-05,499.71,Supermarket,Debit Card,TERM749,"Brisbane, QLD",Retail Grocery,1
TXN338536,2024-02-05,125.53,Clothing,Cash,TERM970,"Adelaide, SA",Fashion,5
TXN637025,2024-02-12,477.42,Clothing,Cash,TERM913,"Sydney, NSW",E-Commerce,6
TXN954976,2024-01-12,399.74,Clothing,Cash,TERM437,"Perth, WA",Fuel Station,5
TXN108266,2024-01-04,184.11,Clothing,Debit Card,TERM242,"Melbourne, VIC",Fuel Station,10
TXN715323,2024-02-07,118.26,Online Store,Net Banking,TERM839,"Perth, WA",Fashion,7
TXN698908,2024-02-19,112.76,Electronics,Cash,TERM652,"Melbourne, VIC",Fashion,9
TXN347622,2024-01-14,265.05,Online Store,Cash,TERM731,"Melbourne, VIC",E-Commerce,4
TXN855260,2024-01-02,345.61,Electronics,Cash,TERM480,"Sydney, NSW",Fashion,3
TXN511758,2024-01-09,464.01,Online Store,UPI,TERM164,"Melbourne, VIC",E-Commerce,8
TXN143080,2024-01-22,400.25,Clothing,Net Banking,TERM975,"Melbourne, VIC",Dining,7
TXN592345,2024-02-02,476.05,Clothing,Cash,TERM415,"Adelaide, SA",Retail Grocery,8
TXN589326,2024-01-30,130.51,Online Store,Net Banking,TERM570,"Perth, WA",Fuel Station,4
TXN387457,2024-02-20,453.75,Online Store,Net Banking,TERM992,"Perth, WA",E-Commerce,5
TXN629731,2024-02-06,175.03,Restaurant,Credit Card,TERM412,"Perth, WA",Retail Grocery,6
TXN204066,2024-02-13,205.29,Clothing,Net Banking,TERM790,"Brisbane, QLD",Fuel Station,7
TXN766316,2024-02-18,446.83,Restaurant,Net Banking,TERM846,"Brisbane, QLD",Retail Grocery,6
TXN410484,2024-01-31,254.74,Restaurant,Cash,TERM425,"Melbourne, VIC",Electronics,9
TXN859867,2024-02-06,457.2,Restaurant,Cash,TERM144,"Adelaide, SA",Retail Grocery,2
TXN173078,2024-01-26,91.85,Restaurant,UPI,TERM809,"Perth, WA",Dining,5
TXN288231,2024-02-03,282.32,Electronics,Cash,TERM666,"Melbourne, VIC",Fashion,4
TXN844576,2024-01-26,343.29,Supermarket,Debit Card,TERM415,"Adelaide, SA",E-Commerce,4
TXN114642,2024-01-24,485.82,Supermarket,UPI,TERM687,"Perth, WA",E-Commerce,9
TXN184869,2024-01-16,213.44,Clothing,Net Banking,TERM350,"Melbourne, VIC",E-Commerce,6
TXN720608,2024-01-09,393.47,Electronics,UPI,TERM541,"Perth, WA",E-Commerce,7
TXN606468,2024-02-19,264.97,Online Store,Debit Card,TERM102,"Sydney, NSW",Fuel Station,1
TXN335249,2024-01-12,220.28,Clothing,Credit Card,TERM258,"Sydney, NSW",Fuel Station,9
TXN478038,2024-02-09,144.89,Restaurant,Debit Card,TERM868,"Sydney, NSW",Dining,9
TXN185054,2024-02-10,211.21,Online Store,Net Banking,TERM870,"Perth, WA",Dining,1
TXN645746,2024-01-05,223.31,Electronics,UPI,TERM951,"Perth, WA",Retail Grocery,2
TXN537491,2024-01-12,63.86,Supermarket,Credit Card,TERM421,"Adelaide, SA",E-Commerce,4
TXN924705,2024-01-01,364.43,Supermarket,Debit Card,TERM614,"Adelaide, SA",E-Commerce,1
TXN582298,2024-01-23,355.48,Online Store,UPI,TERM862,"Perth, WA",Dining,8
TXN878960,2024-01-19,225.4,Supermarket,Net Banking,TERM287,"Brisbane, QLD",Retail Grocery,3
TXN252068,2024-01-31,153.2,Online Store,Cash,TERM843,"Perth, WA",E-Commerce,6
TXN422671,2024-02-15,152.68,Electronics,Net Banking,TERM860,"Adelaide, SA",Dining,7
TXN705936,2024-01-03,75.58,Restaurant,Cash,TERM308,"Perth, WA",Retail Grocery,8
TXN757362,2024-01-04,343.87,Electronics,Cash,TERM695,"Perth, WA",Fashion,9
TXN222111,2024-01-23,378.34,Electronics,Debit Card,TERM670,"Melbourne, VIC",Retail Grocery,5
TXN564971,2024-01-11,386.13,Clothing,Debit Card,TERM958,"Sydney, NSW",Dining,3
TXN848195,2024-01-20,453.64,Clothing,UPI,TERM226,"Sydney, NSW",Retail Grocery,9
TXN589071,2024-01-01,339.25,Electronics,Net Banking,TERM872,"Melbourne, VIC",Fashion,1
TXN306505,2024-01-16,473.21,Online Store,Cash,TERM381,"Adelaide, SA",E-Commerce,9
TXN737588,2024-02-15,6.32,Restaurant,Credit Card,TERM883,"Melbourne, VIC",E-Commerce,10
TXN642425,2024-02-05,222.73,Clothing,Net Banking,TERM835,"Melbourne, VIC",Electronics,4
TXN503202,2024-01-31,402.76,Restaurant,Cash,TERM254,"Melbourne, VIC",Retail Grocery,8
TXN335844,2024-01-19,161.72,Electronics,Net Banking,TERM184,"Brisbane, QLD",Fashion,4
TXN849896,2024-01-13,369.77,Clothing,Credit Card,TERM916,"Sydney, NSW",Electronics,2
TXN104466,2024-02-08,473.79,Clothing,Debit Card,TERM735,"Sydney, NSW",E-Commerce,6
TXN969801,2024-01-21,442.26,Restaurant,Net Banking,TERM236,"Perth, WA",Fuel Station,1
TXN837041,2024-02-07,458.44,Supermarket,Net Banking,TERM813,"Sydney, NSW",Electronics,6
TXN116327,2024-02-11,310.78,Supermarket,Net Banking,TERM664,"Sydney, NSW",Fashion,6
TXN500588,2024-01-23,295.27,Online Store,Cash,TERM419,"Perth, WA",Fashion,7
TXN700929,2024-01-30,33.32,Electronics,Credit Card,TERM234,"Adelaide, SA",Fuel Station,10
TXN931413,2024-02-03,278.51,Supermarket,Debit Card,TERM507,"Melbourne, VIC",Dining,8
TXN345610,2024-02-16,327.27,Clothing,Net Banking,TERM359,"Perth, WA",Dining,7
TXN352590,2024-02-10,324.2,Restaurant,UPI,TERM973,"Brisbane, QLD",Fashion,4
TXN404219,2024-01-01,31.26,Restaurant,Net Banking,TERM717,"Perth, WA",Electronics,7
TXN143894,2024-02-11,461.9,Restaurant,Credit Card,TERM691,"Perth, WA",E-Commerce,7
TXN246418,2024-01-09,394.43,Online Store,Debit Card,TERM131,"Perth, WA",Retail Grocery,10
TXN591861,2024-01-11,89.17,Clothing,UPI,TERM329,"Melbourne, VIC",Electronics,3
TXN209007,2024-02-14,236.77,Electronics,Cash,TERM395,"Adelaide, SA",Electronics,3
TXN558047,2024-02-05,363.43,Electronics,Net Banking,TERM443,"Sydney, NSW",E-Commerce,8
TXN793551,2024-02-19,256.94,Electronics,Credit Card,TERM553,"Brisbane, QLD",Retail Grocery,5
TXN163479,2024-01-15,347.69,Restaurant,Credit Card,TERM743,"Perth, WA",Retail Grocery,10
TXN237865,2024-02-15,340.22,Online Store,Cash,TERM542,"Brisbane, QLD",Fuel Station,3
TXN248417,2024-02-19,316.08,Restaurant,Credit Card,TERM503,"Adelaide, SA",Fuel Station,5
TXN333546,2024-01-15,277.92,Clothing,Cash,TERM163,"Adelaide, SA",Dining,3
TXN844731,2024-01-31,364.11,Restaurant,Debit Card,TERM630,"Sydney, NSW",Dining,7
TXN281339,2024-01-16,370.73,Restaurant,UPI,TERM539,"Brisbane, QLD",Retail Grocery,2
TXN750404,2024-02-18,19.39,Clothing,Cash,TERM785,"Brisbane, QLD",Fashion,7
TXN626157,2024-02-19,140.93,Supermarket,Cash,TERM989,"Adelaide, SA",Fuel Station,2
TXN588946,2024-01-10,418.86,Electronics,Cash,TERM497,"Melbourne, VIC",E-Commerce,4
TXN433960,2024-01-23,143.67,Clothing,Net Banking,TERM508,"Adelaide, SA",Electronics,10
TXN284316,2024-01-25,309.02,Supermarket,Cash,TERM761,"Adelaide, SA",Fuel Station,8
TXN263709,2024-02-14,50.06,Online Store,UPI,TERM449,"Melbourne, VIC",Fuel Station,8
TXN179210,2024-02-20,448.06,Restaurant,UPI,TERM129,"Adelaide, SA",Fuel Station,10
